,score,Title,content
1448,1.0,Hell Hole,"A room that should have been a non- smoking, smelled more like smoke than a chimney. Brought it up to staff attention, but nothing was done. The cost of the suite was over $3,000.00 !!!! & it’s too bad staff doesn’t care. Terrible service, EVERYTHING is way too expensive, NO food delivery from restaurants in the hotel/casino. I will definitely NOT be returning to this Hell Hole where you literally waste/ throw your money away. If you’re used to getting decent service, save your self the aggravation & DO NOT stay at this Cheap Hotel/ Casino!!!"
1449,1.0,Terrible place to stay. Unfriendly and disorganized,"Paid $700/ night and the service level was not proportional to cost. Housekeeping decided to clean my room in spite of me asking them not to do so. This is the last time I stay at Belagio. There are many better options and better price. This used to be a good place in its day, but these days are gone. Resturant quality was not that great either."
1450,5.0,First-Class Experience,"The Bellagio lives up to its reputation as a first-class, five-star hotel. he hotel, casino and rooms are very well maintained. The rooms are larger than average size and are tastefully furnished. The fountain experience is breath-taking. The high-end retail stores are a wonderful shopping experience."
1451,3.0,"Not worth it -- beware ""fountain view"" rooms","Booked a room 9 months in advance as an MLife Gold member; booked directly through Bellagio, not a third party agent, and requested a high floor in advance. Was convinced to splurge on a ""Cypress Suite"" because of advertised views of the fountains. When we checked in, we discovered we were on the first floor of rooms. We paid >$1300 for a 180 degree view of the dirty roof (see photo). Staff was completely indifferent -- ""that's the room you're stuck with"". Shockingly poor service for a 5* hotel dealing with an elite rewards member on a cash booking. The lobby was nice."
1452,5.0,Still one of the best hotels in Vegas,This hotel has everything you need and close to all shows and events. Great shows and restaurants. The couples spa with private room is AMAZING!! The hotel staff are all very professional and attentive.
1453,4.0,"Beautiful, world class reputation with minor flaws","Beautiful fountain view room! Chocolate fountain still operating! Main complaint for us was very long checkin line. Then a minor complaint that there was no way to make coffee in our $400+ room. Perhaps this was COVID related, but then would have appreciated access to some way to have complimentary coffee, that even Motel 6 provides! Perhaps it could have been in the lobby or sent by room service upon request."
1454,5.0,Incredible!,"Our stay at the Bellagio was amazing! The service and check in experience was wonderful. All employees were helpful and friendly. The restaurants (Prime, Yellowtail and Spago) were very good. My meal at Prime was one of my best restaurant experiences ever. The fountains are so beautiful. Try to get a room that has a view of the fountains. The swimming pool area is the nicest in Vegas. I will be back soon!"
1455,5.0,Very nice hotel,We found a great rate and really enjoyed our stay. The hotel is beautiful. We stayed at the Harrah’s another night. This hotel was so much quieter. Very pretty fall installation in the lobby of the spa tower. Mobile check-in was convenient. Would stay here again.
1456,3.0,Not what expected,"Was booked a king resort room and it was more like a motel room. Not worth the price staff very friendly, hard to gut a reservation at any of the restaurants. Just was not what it was hyped to be. Would not stay again…."
1457,5.0,Perfect ending…,"This was our second stay at the Bellagio. Although I had some reservations about the somewhat lack of enforcement of the Nevada mask mandate compared to other properties, we avoided those unmasked people as best we could. The room was clean and comfortable. The view was great! We gambled in the casino until after 3am on our last night and checked out by 8:30am. Found a couple of slot machines to our liking and it paid off a few hours later."
1458,5.0,Elegant Hitel,Great experience; elegant and airy. Most restaurants in Bellagio and closed early to mid week so we had dinner in our room. Food in the room was very good. Get the fountain view for true enjoyment. Great hotel!
1459,3.0,Windows are dirty so if you get a fountain view be prepared to see the watermarks on the glass. Daily call to housekeepi,"Windows are dirty so if you get a fountain view be prepared to see the watermarks on the glass. Daily call to housekeeping since they dont do that like every other hotel. So before you leave your room you got to call otherwise towels and bed are not made. Slot machines pay poorly, most of the old machines are gone and they are mostly the same type of progressive or regular machines. The only one who seemed to have kept them is Ceasars."
